"cer","thal","neo","directP","indirectBootLLCI","indirectBootULCI","a_pval","b_pval","linmod_pval"
"Right_V","Left_Pt","L_insOperMean","0.027133","1e-06","1e-05","0.000002","0.001633","0.95629460614237"
"Right_CrusI","Left_Pf","L_tpjMean","0.047002","1e-06","3e-06","0.000000","0.007823","0.987447469885641"
"Right_IX","Left_VPL","L_insOperMean","0.031019","1e-06","1.2e-05","0.000000","0.027847","0.449569717870481"
"Right_IX","Left_CM","L_insOperMean","0.018210","1e-06","1.3e-05","0.000000","0.012993","0.449569717870481"
"Right_IX","Left_Pf","L_insOperMean","0.009386","1e-06","1.3e-05","0.000001","0.003498","0.449569717870481"
"Right_IX","Left_Pf","L_tpjMean","0.027362","1e-06","9e-06","0.000001","0.004970","0.741505925610279"
"Right_IX","Left_VM","L_earlyAudMean","0.005422","1e-06","1.1e-05","0.000000","0.002980","0.401948951550992"
"Right_IX","Left_VM","L_insOperMean","0.014175","1e-06","1.2e-05","0.000000","0.008829","0.449569717870481"
"Right_Fastigial","Left_MGN","L_antCingMean","0.016407","-0.000156","-2.1e-05","0.002053","0.031751","0.121572603089978"
